date,vnindex_close,usd_vnd_close,foreign_flow_bn_vnd,source_status
4/2/2019,1070.94,23124,131,ASSUMPTION_PLACEHOLDER_SERIES
4/3/2019,1067.94,23117,-557.9,ASSUMPTION_PLACEHOLDER_SERIES
4/4/2019,1058.62,23154,-21.9,ASSUMPTION_PLACEHOLDER_SERIES
4/5/2019,1056.29,23105,-139.1,ASSUMPTION_PLACEHOLDER_SERIES
4/8/2019,1054.15,23137,-439.8,ASSUMPTION_PLACEHOLDER_SERIES
4/9/2019,1062.57,23131,131.6,ASSUMPTION_PLACEHOLDER_SERIES
4/10/2019,1077.81,23136,579.4,ASSUMPTION_PLACEHOLDER_SERIES
4/11/2019,1087.51,23186,470.7,ASSUMPTION_PLACEHOLDER_SERIES
4/12/2019,1083.99,23206,8.4,ASSUMPTION_PLACEHOLDER_SERIES
4/15/2019,1095.45,23186,-338.3,ASSUMPTION_PLACEHOLDER_SERIES
4/16/2019,1097.35,23176,518,ASSUMPTION_PLACEHOLDER_SERIES
4/17/2019,1103.36,23119,-48.4,ASSUMPTION_PLACEHOLDER_SERIES
4/18/2019,1118.91,23114,-183.9,ASSUMPTION_PLACEHOLDER_SERIES
4/19/2019,1125.4,23148,632.1,ASSUMPTION_PLACEHOLDER_SERIES
4/22/2019,1147.16,23164,-133.3,ASSUMPTION_PLACEHOLDER_SERIES
4/23/2019,1166.6,23110,606.3,ASSUMPTION_PLACEHOLDER_SERIES
4/24/2019,1163.45,23120,219.6,ASSUMPTION_PLACEHOLDER_SERIES
4/25/2019,1163.53,23137,-616.7,ASSUMPTION_PLACEHOLDER_SERIES
4/26/2019,1166.82,23146,159.7,ASSUMPTION_PLACEHOLDER_SERIES
4/29/2019,1168.64,23113,-440.3,ASSUMPTION_PLACEHOLDER_SERIES
4/30/2019,1176.64,23138,-433.6,ASSUMPTION_PLACEHOLDER_SERIES
5/1/2019,1160.46,23097,-40.4,ASSUMPTION_PLACEHOLDER_SERIES
5/2/2019,1152.4,23088,-754,ASSUMPTION_PLACEHOLDER_SERIES
5/3/2019,1170.73,23055,-375.8,ASSUMPTION_PLACEHOLDER_SERIES
5/6/2019,1174.1,23050,191.1,ASSUMPTION_PLACEHOLDER_SERIES
5/7/2019,1169.5,23019,-130,ASSUMPTION_PLACEHOLDER_SERIES
5/8/2019,1151.95,23050,229.8,ASSUMPTION_PLACEHOLDER_SERIES
5/9/2019,1137.47,23045,104.3,ASSUMPTION_PLACEHOLDER_SERIES
5/10/2019,1146.4,23026,-514.5,ASSUMPTION_PLACEHOLDER_SERIES
5/13/2019,1134.43,23086,400.1,ASSUMPTION_PLACEHOLDER_SERIES
5/14/2019,1130.16,23028,-554.2,ASSUMPTION_PLACEHOLDER_SERIES
5/15/2019,1134.38,23011,-56.5,ASSUMPTION_PLACEHOLDER_SERIES
5/16/2019,1127.52,22914,249.5,ASSUMPTION_PLACEHOLDER_SERIES
5/17/2019,1121.6,22931,-693.3,ASSUMPTION_PLACEHOLDER_SERIES
5/20/2019,1119.83,22957,424.6,ASSUMPTION_PLACEHOLDER_SERIES
5/21/2019,1111.65,22952,-167.3,ASSUMPTION_PLACEHOLDER_SERIES
5/22/2019,1096.88,22894,522.7,ASSUMPTION_PLACEHOLDER_SERIES
5/23/2019,1103.41,22886,-200.7,ASSUMPTION_PLACEHOLDER_SERIES
5/24/2019,1111.29,22865,-277.6,ASSUMPTION_PLACEHOLDER_SERIES
5/27/2019,1099.63,22850,704.6,ASSUMPTION_PLACEHOLDER_SERIES
5/28/2019,1107.47,22839,110.5,ASSUMPTION_PLACEHOLDER_SERIES
5/29/2019,1111.27,22829,376.7,ASSUMPTION_PLACEHOLDER_SERIES
5/30/2019,1094.97,22839,26.7,ASSUMPTION_PLACEHOLDER_SERIES
5/31/2019,1101.35,22840,-219.7,ASSUMPTION_PLACEHOLDER_SERIES
6/3/2019,1115.84,22840,-970.2,ASSUMPTION_PLACEHOLDER_SERIES
6/4/2019,1117.96,22820,464.1,ASSUMPTION_PLACEHOLDER_SERIES
6/5/2019,1141.58,22804,-66.1,ASSUMPTION_PLACEHOLDER_SERIES
6/6/2019,1145.25,22816,-42.4,ASSUMPTION_PLACEHOLDER_SERIES
6/7/2019,1155.17,22808,-579.5,ASSUMPTION_PLACEHOLDER_SERIES
6/10/2019,1152.11,22850,517.9,ASSUMPTION_PLACEHOLDER_SERIES
6/11/2019,1144.29,22836,769.8,ASSUMPTION_PLACEHOLDER_SERIES
6/12/2019,1128.03,22894,-871.2,ASSUMPTION_PLACEHOLDER_SERIES
6/13/2019,1138.42,22881,227.1,ASSUMPTION_PLACEHOLDER_SERIES
6/14/2019,1139.84,22847,-840.3,ASSUMPTION_PLACEHOLDER_SERIES
6/17/2019,1138.99,22917,318.9,ASSUMPTION_PLACEHOLDER_SERIES
6/18/2019,1148.41,22837,193.3,ASSUMPTION_PLACEHOLDER_SERIES
6/19/2019,1146.24,22820,390.9,ASSUMPTION_PLACEHOLDER_SERIES
6/20/2019,1140.96,22795,43.1,ASSUMPTION_PLACEHOLDER_SERIES
6/21/2019,1155.8,22815,625.7,ASSUMPTION_PLACEHOLDER_SERIES
6/24/2019,1150.96,22795,97.8,ASSUMPTION_PLACEHOLDER_SERIES
6/25/2019,1132.03,22794,-217.6,ASSUMPTION_PLACEHOLDER_SERIES
6/26/2019,1135.98,22741,-81.6,ASSUMPTION_PLACEHOLDER_SERIES
6/27/2019,1118.26,22740,-359.7,ASSUMPTION_PLACEHOLDER_SERIES
6/28/2019,1113.61,22737,821.9,ASSUMPTION_PLACEHOLDER_SERIES
7/1/2019,1114.05,22707,222.5,ASSUMPTION_PLACEHOLDER_SERIES
7/2/2019,1129.1,22724,-112.6,ASSUMPTION_PLACEHOLDER_SERIES
7/3/2019,1135.8,22759,-334,ASSUMPTION_PLACEHOLDER_SERIES
7/4/2019,1125.95,22717,-1513,ASSUMPTION_PLACEHOLDER_SERIES
7/5/2019,1113.31,22759,-430.9,ASSUMPTION_PLACEHOLDER_SERIES
7/8/2019,1106.93,22730,-31.5,ASSUMPTION_PLACEHOLDER_SERIES
7/9/2019,1123.44,22703,455.2,ASSUMPTION_PLACEHOLDER_SERIES
7/10/2019,1136.86,22732,-738.1,ASSUMPTION_PLACEHOLDER_SERIES
7/11/2019,1145.98,22706,-91.4,ASSUMPTION_PLACEHOLDER_SERIES
7/12/2019,1163.94,22675,172.4,ASSUMPTION_PLACEHOLDER_SERIES
7/15/2019,1190.66,22726,-122.1,ASSUMPTION_PLACEHOLDER_SERIES
7/16/2019,1217.24,22767,-222.1,ASSUMPTION_PLACEHOLDER_SERIES
7/17/2019,1212.91,22780,306.6,ASSUMPTION_PLACEHOLDER_SERIES
7/18/2019,1200.17,22746,59.1,ASSUMPTION_PLACEHOLDER_SERIES
7/19/2019,1186,22721,-421.4,ASSUMPTION_PLACEHOLDER_SERIES
7/22/2019,1179.56,22719,694.9,ASSUMPTION_PLACEHOLDER_SERIES
7/23/2019,1176.73,22695,-662.7,ASSUMPTION_PLACEHOLDER_SERIES
7/24/2019,1190.56,22669,434.6,ASSUMPTION_PLACEHOLDER_SERIES
7/25/2019,1206.11,22645,106.3,ASSUMPTION_PLACEHOLDER_SERIES
7/26/2019,1210.58,22605,443.2,ASSUMPTION_PLACEHOLDER_SERIES
7/29/2019,1233.27,22613,-137.7,ASSUMPTION_PLACEHOLDER_SERIES
7/30/2019,1223.39,22718,275.1,ASSUMPTION_PLACEHOLDER_SERIES
7/31/2019,1209.32,22751,400.5,ASSUMPTION_PLACEHOLDER_SERIES
8/1/2019,1196.86,22822,-621.4,ASSUMPTION_PLACEHOLDER_SERIES
8/2/2019,1209.8,22812,-44.8,ASSUMPTION_PLACEHOLDER_SERIES
8/5/2019,1190.9,22786,-773.6,ASSUMPTION_PLACEHOLDER_SERIES
8/6/2019,1184.77,22806,226.6,ASSUMPTION_PLACEHOLDER_SERIES
8/7/2019,1175.44,22784,143.8,ASSUMPTION_PLACEHOLDER_SERIES
8/8/2019,1182.51,22830,-459.1,ASSUMPTION_PLACEHOLDER_SERIES
8/9/2019,1183.25,22915,-627.2,ASSUMPTION_PLACEHOLDER_SERIES
8/12/2019,1186.06,22934,-51.4,ASSUMPTION_PLACEHOLDER_SERIES
8/13/2019,1179.26,22932,2,ASSUMPTION_PLACEHOLDER_SERIES
8/14/2019,1177,22918,264.5,ASSUMPTION_PLACEHOLDER_SERIES
8/15/2019,1175.18,22959,62.9,ASSUMPTION_PLACEHOLDER_SERIES
8/16/2019,1173.58,22960,479.4,ASSUMPTION_PLACEHOLDER_SERIES
8/19/2019,1180.76,22985,429.8,ASSUMPTION_PLACEHOLDER_SERIES
8/20/2019,1171.29,23000,588.3,ASSUMPTION_PLACEHOLDER_SERIES
8/21/2019,1186.88,23052,17.6,ASSUMPTION_PLACEHOLDER_SERIES
8/22/2019,1177.04,23031,-130.8,ASSUMPTION_PLACEHOLDER_SERIES
8/23/2019,1161.45,23046,470.8,ASSUMPTION_PLACEHOLDER_SERIES
8/26/2019,1157.76,23038,319,ASSUMPTION_PLACEHOLDER_SERIES
8/27/2019,1170.7,23007,196.4,ASSUMPTION_PLACEHOLDER_SERIES
8/28/2019,1165.12,22930,-188.7,ASSUMPTION_PLACEHOLDER_SERIES
8/29/2019,1186.19,22902,-130.5,ASSUMPTION_PLACEHOLDER_SERIES
8/30/2019,1177.96,22899,-651.6,ASSUMPTION_PLACEHOLDER_SERIES
9/2/2019,1196.49,22882,-908.1,ASSUMPTION_PLACEHOLDER_SERIES
9/3/2019,1193.88,22870,-568.3,ASSUMPTION_PLACEHOLDER_SERIES
9/4/2019,1210.44,22897,600.6,ASSUMPTION_PLACEHOLDER_SERIES
9/5/2019,1193.99,22927,267.8,ASSUMPTION_PLACEHOLDER_SERIES
9/6/2019,1193.34,22883,-242.4,ASSUMPTION_PLACEHOLDER_SERIES
9/9/2019,1197.64,22891,-812.2,ASSUMPTION_PLACEHOLDER_SERIES
9/10/2019,1205.44,22870,36.2,ASSUMPTION_PLACEHOLDER_SERIES
9/11/2019,1222.13,22835,300.5,ASSUMPTION_PLACEHOLDER_SERIES
9/12/2019,1208.61,22768,-253.7,ASSUMPTION_PLACEHOLDER_SERIES
9/13/2019,1225.88,22726,198.4,ASSUMPTION_PLACEHOLDER_SERIES
9/16/2019,1234.09,22700,-604.1,ASSUMPTION_PLACEHOLDER_SERIES
9/17/2019,1240.17,22788,218.3,ASSUMPTION_PLACEHOLDER_SERIES
9/18/2019,1230.3,22810,250.4,ASSUMPTION_PLACEHOLDER_SERIES
9/19/2019,1223.35,22827,-696.2,ASSUMPTION_PLACEHOLDER_SERIES
9/20/2019,1248.43,22841,544.5,ASSUMPTION_PLACEHOLDER_SERIES
9/23/2019,1238.82,22878,100.9,ASSUMPTION_PLACEHOLDER_SERIES
9/24/2019,1233.83,22876,-0.2,ASSUMPTION_PLACEHOLDER_SERIES
9/25/2019,1236.91,22925,390.6,ASSUMPTION_PLACEHOLDER_SERIES
9/26/2019,1246.46,22964,252.8,ASSUMPTION_PLACEHOLDER_SERIES
9/27/2019,1263.74,22989,947.4,ASSUMPTION_PLACEHOLDER_SERIES
9/30/2019,1269.1,23016,-15.9,ASSUMPTION_PLACEHOLDER_SERIES
10/1/2019,1271.15,23041,30,ASSUMPTION_PLACEHOLDER_SERIES
10/2/2019,1277.32,23077,318.3,ASSUMPTION_PLACEHOLDER_SERIES
10/3/2019,1306.67,23074,-920.3,ASSUMPTION_PLACEHOLDER_SERIES
10/4/2019,1300.98,23008,411.1,ASSUMPTION_PLACEHOLDER_SERIES
10/7/2019,1290,23030,-76.7,ASSUMPTION_PLACEHOLDER_SERIES
10/8/2019,1277.99,23045,723.4,ASSUMPTION_PLACEHOLDER_SERIES
10/9/2019,1295.51,23108,-500.4,ASSUMPTION_PLACEHOLDER_SERIES
10/10/2019,1292.14,23059,265.8,ASSUMPTION_PLACEHOLDER_SERIES
10/11/2019,1294.91,23131,-477.3,ASSUMPTION_PLACEHOLDER_SERIES
10/14/2019,1301.47,23136,279.6,ASSUMPTION_PLACEHOLDER_SERIES
10/15/2019,1304.76,23173,35.1,ASSUMPTION_PLACEHOLDER_SERIES
10/16/2019,1330.16,23126,-554.9,ASSUMPTION_PLACEHOLDER_SERIES
10/17/2019,1339.09,23098,-597.8,ASSUMPTION_PLACEHOLDER_SERIES
10/18/2019,1363.99,23081,-1084.6,ASSUMPTION_PLACEHOLDER_SERIES
10/21/2019,1388.23,23131,-100.5,ASSUMPTION_PLACEHOLDER_SERIES
10/22/2019,1399.28,23176,37.3,ASSUMPTION_PLACEHOLDER_SERIES
10/23/2019,1391.08,23105,-342,ASSUMPTION_PLACEHOLDER_SERIES
10/24/2019,1365.61,23071,-947.3,ASSUMPTION_PLACEHOLDER_SERIES
10/25/2019,1363.14,23046,323.6,ASSUMPTION_PLACEHOLDER_SERIES
10/28/2019,1350.89,23099,139.6,ASSUMPTION_PLACEHOLDER_SERIES
10/29/2019,1349.49,23106,40,ASSUMPTION_PLACEHOLDER_SERIES
10/30/2019,1355.43,23093,367.8,ASSUMPTION_PLACEHOLDER_SERIES
10/31/2019,1335.64,23138,-921.4,ASSUMPTION_PLACEHOLDER_SERIES
11/1/2019,1308.68,23137,1149.7,ASSUMPTION_PLACEHOLDER_SERIES
11/4/2019,1312.25,23166,564.7,ASSUMPTION_PLACEHOLDER_SERIES
11/5/2019,1297.76,23226,485.8,ASSUMPTION_PLACEHOLDER_SERIES
11/6/2019,1297.43,23203,-353.6,ASSUMPTION_PLACEHOLDER_SERIES
11/7/2019,1282.06,23219,2.4,ASSUMPTION_PLACEHOLDER_SERIES
11/8/2019,1252.42,23137,582,ASSUMPTION_PLACEHOLDER_SERIES
11/11/2019,1247.86,23144,-119.4,ASSUMPTION_PLACEHOLDER_SERIES
11/12/2019,1258.62,23130,555.9,ASSUMPTION_PLACEHOLDER_SERIES
11/13/2019,1266.78,23135,1141.1,ASSUMPTION_PLACEHOLDER_SERIES
11/14/2019,1267.82,23152,-96.1,ASSUMPTION_PLACEHOLDER_SERIES
11/15/2019,1264.72,23186,129.3,ASSUMPTION_PLACEHOLDER_SERIES
11/18/2019,1252.02,23170,426.2,ASSUMPTION_PLACEHOLDER_SERIES
11/19/2019,1242.74,23165,-14.1,ASSUMPTION_PLACEHOLDER_SERIES
11/20/2019,1247.08,23194,-125,ASSUMPTION_PLACEHOLDER_SERIES
11/21/2019,1247.19,23196,-566.5,ASSUMPTION_PLACEHOLDER_SERIES
11/22/2019,1223.9,23169,-271.1,ASSUMPTION_PLACEHOLDER_SERIES
11/25/2019,1208.1,23194,-199.5,ASSUMPTION_PLACEHOLDER_SERIES
11/26/2019,1183.62,23172,-586.2,ASSUMPTION_PLACEHOLDER_SERIES
11/27/2019,1174.45,23169,-312.3,ASSUMPTION_PLACEHOLDER_SERIES
11/28/2019,1180.29,23188,18.8,ASSUMPTION_PLACEHOLDER_SERIES
11/29/2019,1193.09,23189,-632.3,ASSUMPTION_PLACEHOLDER_SERIES
12/2/2019,1202.84,23165,267.7,ASSUMPTION_PLACEHOLDER_SERIES
12/3/2019,1187,23101,-1087.2,ASSUMPTION_PLACEHOLDER_SERIES
12/4/2019,1164.28,23163,2.2,ASSUMPTION_PLACEHOLDER_SERIES
12/5/2019,1168.41,23152,-103.2,ASSUMPTION_PLACEHOLDER_SERIES
12/6/2019,1172.52,23134,21.4,ASSUMPTION_PLACEHOLDER_SERIES
12/9/2019,1166.89,23114,-93,ASSUMPTION_PLACEHOLDER_SERIES
12/10/2019,1155.17,23103,289.5,ASSUMPTION_PLACEHOLDER_SERIES
12/11/2019,1141.24,23066,35.5,ASSUMPTION_PLACEHOLDER_SERIES
12/12/2019,1145.62,23006,-708.9,ASSUMPTION_PLACEHOLDER_SERIES
12/13/2019,1171.68,22944,54.7,ASSUMPTION_PLACEHOLDER_SERIES
12/16/2019,1148.38,22949,552.8,ASSUMPTION_PLACEHOLDER_SERIES
12/17/2019,1132.54,23000,174.3,ASSUMPTION_PLACEHOLDER_SERIES
12/18/2019,1110.43,23058,308.4,ASSUMPTION_PLACEHOLDER_SERIES
12/19/2019,1140.54,23082,360,ASSUMPTION_PLACEHOLDER_SERIES
12/20/2019,1134.8,23057,1256.7,ASSUMPTION_PLACEHOLDER_SERIES
12/23/2019,1146.51,23083,-194.7,ASSUMPTION_PLACEHOLDER_SERIES
12/24/2019,1156.86,23119,627.4,ASSUMPTION_PLACEHOLDER_SERIES
12/25/2019,1126.12,23121,-298.2,ASSUMPTION_PLACEHOLDER_SERIES
12/26/2019,1123.37,23149,289.8,ASSUMPTION_PLACEHOLDER_SERIES
12/27/2019,1127.15,23174,787,ASSUMPTION_PLACEHOLDER_SERIES
12/30/2019,1134.1,23198,913.6,ASSUMPTION_PLACEHOLDER_SERIES
12/31/2019,1140.79,23223,-426.7,ASSUMPTION_PLACEHOLDER_SERIES
1/1/2020,1184.89,23197,276.7,ASSUMPTION_PLACEHOLDER_SERIES
1/2/2020,1170.82,23224,-27.1,ASSUMPTION_PLACEHOLDER_SERIES
1/3/2020,1176.51,23200,-208.3,ASSUMPTION_PLACEHOLDER_SERIES
1/6/2020,1180.3,23246,-96.3,ASSUMPTION_PLACEHOLDER_SERIES
1/7/2020,1230.86,23256,-212,ASSUMPTION_PLACEHOLDER_SERIES
1/8/2020,1194.65,23278,200.8,ASSUMPTION_PLACEHOLDER_SERIES
1/9/2020,1193.24,23274,-153.6,ASSUMPTION_PLACEHOLDER_SERIES
1/10/2020,1198.83,23296,-321.2,ASSUMPTION_PLACEHOLDER_SERIES
1/13/2020,1213.59,23292,154.9,ASSUMPTION_PLACEHOLDER_SERIES
1/14/2020,1236.91,23264,547.6,ASSUMPTION_PLACEHOLDER_SERIES
1/15/2020,1242.17,23325,-529.3,ASSUMPTION_PLACEHOLDER_SERIES
1/16/2020,1254.34,23262,-839.7,ASSUMPTION_PLACEHOLDER_SERIES
1/17/2020,1248.04,23276,-788.2,ASSUMPTION_PLACEHOLDER_SERIES
1/20/2020,1236.92,23338,-17.9,ASSUMPTION_PLACEHOLDER_SERIES
1/21/2020,1310.74,23324,-130.4,ASSUMPTION_PLACEHOLDER_SERIES
1/22/2020,1300.94,23300,-649.8,ASSUMPTION_PLACEHOLDER_SERIES
1/23/2020,1309.4,23290,55.8,ASSUMPTION_PLACEHOLDER_SERIES
1/24/2020,1330.78,23299,196.1,ASSUMPTION_PLACEHOLDER_SERIES
1/27/2020,1365.42,23382,-768.9,ASSUMPTION_PLACEHOLDER_SERIES
1/28/2020,1355.57,23416,252.9,ASSUMPTION_PLACEHOLDER_SERIES
1/29/2020,1337.86,23427,-571.4,ASSUMPTION_PLACEHOLDER_SERIES
1/30/2020,1353.47,23401,746.4,ASSUMPTION_PLACEHOLDER_SERIES
1/31/2020,1365.58,23394,712.8,ASSUMPTION_PLACEHOLDER_SERIES
2/3/2020,1355.21,23425,1119.8,ASSUMPTION_PLACEHOLDER_SERIES
2/4/2020,1368.77,23476,280.4,ASSUMPTION_PLACEHOLDER_SERIES
2/5/2020,1410.21,23448,117.7,ASSUMPTION_PLACEHOLDER_SERIES
2/6/2020,1356.27,23471,459.7,ASSUMPTION_PLACEHOLDER_SERIES
2/7/2020,1334.69,23495,662.7,ASSUMPTION_PLACEHOLDER_SERIES
2/10/2020,1320.85,23431,-366.8,ASSUMPTION_PLACEHOLDER_SERIES
2/11/2020,1277.11,23454,110.4,ASSUMPTION_PLACEHOLDER_SERIES
2/12/2020,1252.13,23473,-511.7,ASSUMPTION_PLACEHOLDER_SERIES
2/13/2020,1244.65,23465,708.8,ASSUMPTION_PLACEHOLDER_SERIES
2/14/2020,1218.8,23482,279.3,ASSUMPTION_PLACEHOLDER_SERIES
2/17/2020,1224.35,23518,-191,ASSUMPTION_PLACEHOLDER_SERIES
2/18/2020,1212.44,23559,46.4,ASSUMPTION_PLACEHOLDER_SERIES
2/19/2020,1185.03,23544,482.9,ASSUMPTION_PLACEHOLDER_SERIES
2/20/2020,1180.07,23552,-720.9,ASSUMPTION_PLACEHOLDER_SERIES
2/21/2020,1179.84,23644,238,ASSUMPTION_PLACEHOLDER_SERIES
2/24/2020,1158.53,23624,-386.3,ASSUMPTION_PLACEHOLDER_SERIES
2/25/2020,1171.87,23622,831.5,ASSUMPTION_PLACEHOLDER_SERIES
2/26/2020,1157.25,23627,462.6,ASSUMPTION_PLACEHOLDER_SERIES
2/27/2020,1136.55,23603,6.2,ASSUMPTION_PLACEHOLDER_SERIES
2/28/2020,1178.29,23624,246.4,ASSUMPTION_PLACEHOLDER_SERIES
3/2/2020,1196.64,23590,-538.8,ASSUMPTION_PLACEHOLDER_SERIES
3/3/2020,1195.34,23585,577.2,ASSUMPTION_PLACEHOLDER_SERIES
3/4/2020,1207.95,23570,298.2,ASSUMPTION_PLACEHOLDER_SERIES
3/5/2020,1183.96,23583,-1454.5,ASSUMPTION_PLACEHOLDER_SERIES
3/6/2020,1175.31,23582,194.2,ASSUMPTION_PLACEHOLDER_SERIES
3/9/2020,1180.92,23538,-540.9,ASSUMPTION_PLACEHOLDER_SERIES
3/10/2020,1209.65,23552,471.2,ASSUMPTION_PLACEHOLDER_SERIES
3/11/2020,1221.21,23537,-60.8,ASSUMPTION_PLACEHOLDER_SERIES
3/12/2020,1179.27,23509,-86.4,ASSUMPTION_PLACEHOLDER_SERIES
3/13/2020,1205.09,23520,712,ASSUMPTION_PLACEHOLDER_SERIES
3/16/2020,1197.29,23517,611.2,ASSUMPTION_PLACEHOLDER_SERIES
3/17/2020,1198.3,23500,-524.7,ASSUMPTION_PLACEHOLDER_SERIES
3/18/2020,1192.03,23468,12.2,ASSUMPTION_PLACEHOLDER_SERIES
3/19/2020,1213.17,23464,-249.4,ASSUMPTION_PLACEHOLDER_SERIES
3/20/2020,1217.11,23436,-67.2,ASSUMPTION_PLACEHOLDER_SERIES
3/23/2020,1225.15,23391,258.8,ASSUMPTION_PLACEHOLDER_SERIES
3/24/2020,1203.79,23323,152.5,ASSUMPTION_PLACEHOLDER_SERIES
3/25/2020,1203.5,23315,-508.1,ASSUMPTION_PLACEHOLDER_SERIES
3/26/2020,1199.94,23311,-443.1,ASSUMPTION_PLACEHOLDER_SERIES
3/27/2020,1226.31,23377,-124.7,ASSUMPTION_PLACEHOLDER_SERIES
3/30/2020,1171.34,23408,-67,ASSUMPTION_PLACEHOLDER_SERIES
3/31/2020,1151.54,23417,-667.3,ASSUMPTION_PLACEHOLDER_SERIES
4/1/2020,1154.95,23419,8.9,ASSUMPTION_PLACEHOLDER_SERIES
4/2/2020,1161.32,23482,-252.2,ASSUMPTION_PLACEHOLDER_SERIES
4/3/2020,1155.5,23488,-526.5,ASSUMPTION_PLACEHOLDER_SERIES
4/6/2020,1165.68,23481,-144.1,ASSUMPTION_PLACEHOLDER_SERIES
4/7/2020,1186.28,23485,1010.4,ASSUMPTION_PLACEHOLDER_SERIES
4/8/2020,1215.59,23506,68.3,ASSUMPTION_PLACEHOLDER_SERIES
4/9/2020,1212.03,23474,-7,ASSUMPTION_PLACEHOLDER_SERIES
4/10/2020,1233.06,23474,-140.3,ASSUMPTION_PLACEHOLDER_SERIES
4/13/2020,1205.03,23481,-32.2,ASSUMPTION_PLACEHOLDER_SERIES
4/14/2020,1207.33,23422,-379.8,ASSUMPTION_PLACEHOLDER_SERIES
4/15/2020,1199.33,23396,537.1,ASSUMPTION_PLACEHOLDER_SERIES
4/16/2020,1202.27,23425,16.3,ASSUMPTION_PLACEHOLDER_SERIES
4/17/2020,1188.73,23526,-278.3,ASSUMPTION_PLACEHOLDER_SERIES
4/20/2020,1202.12,23471,684,ASSUMPTION_PLACEHOLDER_SERIES
4/21/2020,1227.02,23552,241.6,ASSUMPTION_PLACEHOLDER_SERIES
4/22/2020,1221.08,23532,-736.6,ASSUMPTION_PLACEHOLDER_SERIES
4/23/2020,1225.96,23588,554.4,ASSUMPTION_PLACEHOLDER_SERIES
4/24/2020,1194.1,23579,192.9,ASSUMPTION_PLACEHOLDER_SERIES
4/27/2020,1206.08,23561,77.4,ASSUMPTION_PLACEHOLDER_SERIES
4/28/2020,1214.35,23528,714.2,ASSUMPTION_PLACEHOLDER_SERIES
4/29/2020,1240.05,23551,-173,ASSUMPTION_PLACEHOLDER_SERIES
4/30/2020,1263.42,23603,-350.1,ASSUMPTION_PLACEHOLDER_SERIES
5/1/2020,1252.73,23610,770.8,ASSUMPTION_PLACEHOLDER_SERIES
5/4/2020,1200.31,23553,120.1,ASSUMPTION_PLACEHOLDER_SERIES
5/5/2020,1211.95,23580,63.4,ASSUMPTION_PLACEHOLDER_SERIES
5/6/2020,1219.12,23602,-466.8,ASSUMPTION_PLACEHOLDER_SERIES
5/7/2020,1223.94,23567,256.6,ASSUMPTION_PLACEHOLDER_SERIES
5/8/2020,1208.78,23606,-862.7,ASSUMPTION_PLACEHOLDER_SERIES
5/11/2020,1185.37,23643,-214.1,ASSUMPTION_PLACEHOLDER_SERIES
5/12/2020,1161.02,23692,-46.8,ASSUMPTION_PLACEHOLDER_SERIES
5/13/2020,1163.6,23652,-287.5,ASSUMPTION_PLACEHOLDER_SERIES
5/14/2020,1155.85,23680,465.1,ASSUMPTION_PLACEHOLDER_SERIES
5/15/2020,1144.69,23705,-385.8,ASSUMPTION_PLACEHOLDER_SERIES
5/18/2020,1151.69,23684,-539.1,ASSUMPTION_PLACEHOLDER_SERIES
5/19/2020,1170.78,23731,266.2,ASSUMPTION_PLACEHOLDER_SERIES
5/20/2020,1161.4,23641,134.3,ASSUMPTION_PLACEHOLDER_SERIES
5/21/2020,1172.24,23597,-541.8,ASSUMPTION_PLACEHOLDER_SERIES
5/22/2020,1172.78,23582,428.1,ASSUMPTION_PLACEHOLDER_SERIES
5/25/2020,1169.04,23568,45.1,ASSUMPTION_PLACEHOLDER_SERIES
5/26/2020,1161.75,23530,-556,ASSUMPTION_PLACEHOLDER_SERIES
5/27/2020,1174.72,23562,-1060.3,ASSUMPTION_PLACEHOLDER_SERIES
5/28/2020,1167.19,23584,-630.6,ASSUMPTION_PLACEHOLDER_SERIES
5/29/2020,1181.23,23562,-409,ASSUMPTION_PLACEHOLDER_SERIES
6/1/2020,1147.64,23550,-197.5,ASSUMPTION_PLACEHOLDER_SERIES
6/2/2020,1191.1,23560,-218.9,ASSUMPTION_PLACEHOLDER_SERIES
6/3/2020,1218.44,23562,-571.8,ASSUMPTION_PLACEHOLDER_SERIES
6/4/2020,1211.97,23562,-580.1,ASSUMPTION_PLACEHOLDER_SERIES
6/5/2020,1249.44,23487,143.3,ASSUMPTION_PLACEHOLDER_SERIES
6/8/2020,1249.58,23455,906.5,ASSUMPTION_PLACEHOLDER_SERIES
6/9/2020,1277.8,23514,-564.5,ASSUMPTION_PLACEHOLDER_SERIES
6/10/2020,1303.19,23502,23.6,ASSUMPTION_PLACEHOLDER_SERIES
6/11/2020,1311.44,23417,317.2,ASSUMPTION_PLACEHOLDER_SERIES
6/12/2020,1349.64,23438,284.7,ASSUMPTION_PLACEHOLDER_SERIES
6/15/2020,1338.41,23400,75.9,ASSUMPTION_PLACEHOLDER_SERIES
6/16/2020,1324.59,23378,-1186.7,ASSUMPTION_PLACEHOLDER_SERIES
6/17/2020,1354.12,23334,-414.4,ASSUMPTION_PLACEHOLDER_SERIES
6/18/2020,1352.65,23386,-419.9,ASSUMPTION_PLACEHOLDER_SERIES
6/19/2020,1340.92,23399,-324.9,ASSUMPTION_PLACEHOLDER_SERIES
6/22/2020,1350.68,23350,-168,ASSUMPTION_PLACEHOLDER_SERIES
6/23/2020,1358.43,23355,515.4,ASSUMPTION_PLACEHOLDER_SERIES
6/24/2020,1331.54,23379,-96.4,ASSUMPTION_PLACEHOLDER_SERIES
